TU_ID	Gene_name	Left	Right	Strand	Expression_EP	Description
886	tar-tap-cheRBYZ	1969229	1975551	-	0.06931828579379591	tar-tap-cheRBYZ
887	motAB-cheAW	1975672	1980137	-	0.16511588663860208	motAB-cheAW
888	flhDC	1980102	1981230	-	8.982681984604033	flhDC
889	flhDC	1980102	1981329	-	8.284033737708816	flhDC
890	insA-5AB-5B-5	19811	20518	-	1.4905694070277626	insA-5AB-5B-5
891	otsA	1983355	1984909	-	0.7796484545271948	otsA
892	otsBA	1983355	1985700	-	0.7571266081605611	otsBA
893	otsBA	1983355	1985723	-	0.749778965971661	otsBA
894	araFGH	1985813	1989406	-	0.1912159075472374	araFGH
895	araFGH	1985813	1989496	-	0.18654577683373638	araFGH
896	ftnB	1990034	1990686	+	3.0768155202341028	ftnB
897	ftnB	1990058	1990686	+	3.1940275400525446	ftnB
898	azuC	1991132	1991259	-	0.13721925723361209	azuC
899	yecR	1991459	1991803	+	0.24412408491606463	yecR
900	ftnA	1991941	1992471	+	9.694282042024293	ftnA
901	tyrP	1992761	1994150	+	0.5976577628053983	tyrP
902	tyrP	1992904	1994150	+	0.6661393814601836	tyrP
903	glyW-cysT-leuZ-3'ETS	1995007	1995438	-	7.585631487894954	glyW-cysT-leuZ-3'ETS
904	uvrC	1996133	1998137	-	6.208624906900634	uvrC
905	uvrYC	1996133	1998664	-	6.252663984158533	uvrYC
906	yecF	1998976	1999300	+	3.671128038455109	yecF
907	sdiA	1999369	2000115	-	4.321905670484383	sdiA
908	sdiA	1999369	2000125	-	4.2648884452801035	sdiA
909	sdsN	2000139	2000315	+	0.44670245047620827	sdsN
910	sdiA	1999369	2000151	-	4.123450818268263	sdiA
911	sdiA	1999369	2000155	-	4.102519595840506	sdiA
912	sdsN	2000165	2000315	+	0.5231120801629281	sdsN
913	sdiA	1999369	2000168	-	4.035936880801895	sdiA
914	sdiA	1999369	2000175	-	4.0009720810919776	sdiA
915	dcyD-tcyLN	2000321	2002766	-	0.6038434991594709	dcyD-tcyLN
916	tcyJ	2002800	2003668	-	4.689087015467736	tcyJ
917	fliAZ-tcyJ	2002800	2005066	-	2.312801597101437	fliAZ-tcyJ
918	fliAZ-tcyJ	2002800	2005077	-	2.3016384476639136	fliAZ-tcyJ
919	fliC	2005369	2006934	-	0.66122884491276	fliC
920	fliDST	2007076	2009423	+	0.22396257277176254	fliDST
921	amyA	2009374	2010932	+	0.8410803489647304	amyA
922	fliE	2015959	2016294	-	0.2897212661015918	fliE
923	fliE	2015959	2016351	-	0.2478072758280113	fliE
924	fliFGHIJK	2016405	2022771	+	0.24011646620132696	fliFGHIJK
925	fliFGHIJK	2016464	2022771	+	0.2423619681043034	fliFGHIJK
926	fliLMNOPQR	2022843	2026936	+	0.6334061187981471	fliLMNOPQR
927	fliLMNOPQR	2022854	2026936	+	0.6320754348931897	fliLMNOPQR
928	rcsA	2027095	2027849	+	0.19211966342015316	rcsA
929	dsrA	2028486	2028571	-	0.40891116864862687	dsrA
930	rseX	2036908	2036989	+	0.0	rseX
931	hchA	2038889	2039944	+	0.983197548377472	hchA
932	hchA	2039039	2039944	+	1.1387578741552886	hchA
933	yedX	2042099	2042627	+	0.48319459622002253	yedX
934	zinT	2044605	2045283	+	0.43515594864009105	zinT
935	serU	2046727	2046820	-	2.29343601685393	serU
936	asnT	2047800	2047882	+	0.7971880841585763	asnT
937	shiA	2056825	2058217	+	1.6687302436220925	shiA
938	amn	2058290	2059773	+	8.087990291504516	amn
939	asnU	2063104	2063184	+	0.44710225170806134	asnU
940	cbl	2063223	2064199	-	0.38057018382069224	cbl
941	nac	2064275	2065236	-	0.13797085330877437	nac
942	asnV	2047800	2047882	+	0.7971880841585763	asnV
943	cobUST	2066647	2069132	-	1.870754855797329	cobUST
944	cobUST	2066647	2069230	-	1.8044200194424633	cobUST
945	isrC-flu	2074576	2077916	+	2.154624253515732	isrC-flu
946	flu	2074733	2077916	+	2.2515524480928195	flu
947	flu	2074762	2077916	+	2.272241618243229	flu
948	sbmC	2084048	2084561	-	1.9253038312533743	sbmC
949	sbmC	2084048	2084583	-	1.8464273242001636	sbmC
950	sbcB	2085987	2087441	+	3.3372037504133636	sbcB
951	yeeED	2087485	2088810	-	0.42011803673841924	yeeED
952	yefM-yoeB	2092470	2092991	-	8.116860095810424	yefM-yoeB
953	hisLGDCBHAFI	2093224	2100483	+	0.9090711385770242	hisLGDCBHAFI
954	hisL	2093224	2093398	+	6.836557265034831	hisL
955	hisBHAFI	2096619	2100483	+	0.9753118572157558	hisBHAFI
956	gnd	2103121	2104582	-	53.501628380967254	gnd
957	galF	2116693	2117609	-	22.26973115355936	galF
958	wza-wzb-wzc	2136749	2140451	-	0.01960272934399249	wza-wzb-wzc
959	wza-wzb-wzc-wcaAB	2135326	2140841	-	0.027842116799989085	wza-wzb-wzc-wcaAB
960	yegH	2141122	2142743	+	1.0868691294873194	yegH
961	alkA	2149951	2150817	-	0.18749493071114484	alkA
962	sibA	2156570	2156712	+	0.6523749010682796	sibA
963	sibB	2156905	2157039	+	0.3179922888801475	sibB
964	mdtABCD-baeSR	2157238	2168256	+	0.2907066749930203	mdtABCD-baeSR
965	cyaR	2170373	2170458	+	3.0824730611983853	cyaR
966	yegRZ	2170861	2171607	-	0.03220280876908688	yegRZ
967	gatZABCD	2175092	2178103	-	18.520997076261036	gatZABCD
968	gatYZABCD	2175092	2178103	-	18.520997076261036	gatYZABCD
969	fbaB	2181968	2183122	-	0.9012122025175605	fbaB
970	yegTUV	2183237	2186516	+	0.42524442764357356	yegTUV
971	thiMD	2188172	2189906	-	0.7736850916184514	thiMD
972	rcnAB	2190283	2191753	+	2.024176775748749	rcnAB
973	rcnR	2189980	2190358	-	1.4339092336699517	rcnR
974	metG	2198214	2200821	+	9.134428313088458	metG
975	mrp	2197449	2198658	-	16.485914004410734	mrp
976	metG	2198725	2200821	+	6.277937231990021	metG
977	molR_1	2200901	2201753	+	0.0858603855739134	molR_1
978	mlrA	2219296	2220052	+	0.27936553000169045	mlrA
979	osmF-yehYXW	2220201	2223978	-	0.2905903813170838	osmF-yehYXW
980	bglX	2224116	2226575	-	1.7334809919335763	bglX
981	dusC	2233894	2234850	-	0.6657909363131304	dusC
982	yohJK	2234965	2236169	+	0.567017802918785	yohJK
983	cdd	2236275	2237183	+	17.379567222285342	cdd
984	preTA	2238445	2240955	+	0.723909086505746	preTA
985	mglAC	2241199	2243846	-	5.449525013006881	mglAC
986	mglBAC	2241199	2245021	-	9.689799942873016	mglBAC
987	galS	2245084	2246165	-	0.8641421723564404	galS
988	folE-yeiB	2246266	2248303	-	2.914538728774593	folE-yeiB
989	cirA	2249234	2251384	-	1.7986596671473645	cirA
990	cirA	2249234	2251397	-	1.787859401247634	cirA
991	lysP	2251519	2253015	-	3.357120639392083	lysP
992	nfo	2255262	2256152	+	3.6120971429843407	nfo
993	rihB	2258701	2259707	-	0.012303551958953794	rihB
994	yeiL	2259746	2260469	+	0.07750688020157341	yeiL
995	fruBKA	2264175	2268052	-	2.0451516357931805	fruBKA
996	yeiW	2269497	2269785	-	0.7908225715480603	yeiW
997	yeiP	2269873	2270477	+	11.67768131848432	yeiP
998	mepS	2274267	2275000	+	31.941801996529964	mepS
999	mepS	2274376	2275000	+	37.484886177100435	mepS
1000	yejG	2282349	2282732	-	19.81719184176083	yejG
1001	yejG	2282349	2282852	-	15.58997853766782	yejG
1002	radD	2285078	2286847	+	0.449526867872499	radD
1003	rplY	2286896	2287291	+	42.58490733302388	rplY
1004	proL	2290663	2290742	+	0.5947580483772095	proL
1005	yejO	2290846	2293631	-	1.0450810848955776	yejO
1006	narP	2294878	2295602	+	3.7207413053602862	narP
1007	napFDAGHBC-ccmABCDEFGH	2295814	2308029	-	0.26710064813774353	napFDAGHBC-ccmABCDEFGH
1008	napFDAGHBC-ccmABCDEFGH	2295814	2308032	-	0.26703507514720237	napFDAGHBC-ccmABCDEFGH
1009	napFDAGHBC	2302113	2308150	-	0.27413046203629504	napFDAGHBC
1010	yojI	2311428	2313096	-	1.6284840552954252	yojI
1011	alkB	2313147	2313900	-	0.25994365570694805	alkB
1012	ada-alkB	2313147	2314882	-	0.4932560903313273	ada-alkB
1013	ompC	2316066	2317285	-	492.05951654784366	ompC
1014	ompC	2316066	2317319	-	478.7430627031128	ompC
1015	ompC	2316066	2317342	-	470.13175786596145	ompC
1016	micF	2317540	2317631	+	0.9063895706967714	micF
1017	rcsDB	2317908	2321282	+	8.159290698214443	rcsDB
1018	rcsB	2320151	2321282	+	18.205761525764103	rcsB
1019	rcsB	2320431	2321282	+	21.429358055508228	rcsB
1020	atoDAEB	2329204	2333084	+	0.04220972678780103	atoDAEB
1021	gyrA	2342585	2345248	-	24.850205556721985	gyrA
1022	ubiG	2345331	2346080	+	2.1501624341709764	ubiG
1023	nrdAB-yfaE	2350547	2354559	+	5.444753852423072	nrdAB-yfaE
1024	inaA	2354614	2355290	-	3.655055948025657	inaA
1025	glpTQ	2355727	2358242	-	25.78608184141231	glpTQ
1026	glpABC	2358375	2362543	+	4.807863662853331	glpABC
1027	yfaY	2368223	2369446	-	1.4661897050070252	yfaY
1028	elaB	2386514	2386844	-	8.37006855458774	elaB
1029	nuoABCEFGHIJKLMN	2395797	2410953	-	19.16944642653183	nuoABCEFGHIJKLMN
1030	nuoABCEFGHIJKLMN	2395797	2411126	-	19.020704572834614	nuoABCEFGHIJKLMN
1031	lrhA	2411495	2412447	-	0.8055910625191087	lrhA
1032	alaA	2413976	2415345	+	4.343105070031926	alaA
1033	yfbR	2415399	2416028	+	1.585263488731482	yfbR
1034	yfbU-hxpA	2418007	2419161	-	9.290552971228827	yfbU-hxpA
1035	ackA	2420027	2421239	+	41.754166816486986	ackA
1036	hisJQMP	2430304	2433404	-	1.4707383778484324	hisJQMP
1037	argT-hisJQMP	2430304	2434416	-	1.6043374944141446	argT-hisJQMP
1038	cvpA-purF-ubiX	2434598	2437337	-	1.1636968760068906	cvpA-purF-ubiX
1039	cvpA-purF-ubiX	2434598	2437367	-	1.1598533169975904	cvpA-purF-ubiX
1040	accD	2439580	2440582	-	23.242881973944108	accD
1041	usg-truA-dedA	2440650	2443457	-	3.808212441581985	usg-truA-dedA
1042	pdxB-usg-truA-dedA	2440650	2444451	-	3.7071133195453085	pdxB-usg-truA-dedA
1043	flk	2444480	2445512	+	2.0682245279372853	flk
1044	fabB	2446851	2448208	-	12.205679537428068	fabB
1045	sixA	2462895	2463566	-	3.988888865231177	sixA
1046	fadIJ	2463583	2467078	-	1.671761053971928	fadIJ
1047	yfcZ	2467218	2467546	-	8.223427530639375	yfcZ
1048	fadL	2467773	2469213	+	12.109970114060692	fadL
1049	mlaA	2470820	2471702	-	7.353929278562263	mlaA
1050	argW	2472876	2472950	+	0.07915215261163684	argW
1051	intS	2473083	2474269	+	1.3415811189100995	intS
1052	dsdC	2483262	2484313	-	0.762845819952675	dsdC
1053	dsdXA	2484389	2487097	+	7.635642022144498	dsdXA
1054	dsdA	2485689	2487097	+	12.246508140436417	dsdA
1055	emrKY	2487206	2490015	-	0.07963946589621784	emrKY
1056	evgAS	2490199	2494534	+	1.7269281354240709	evgAS
1057	evgAS	2490209	2494534	+	1.7309191872739067	evgAS
1058	frc	2498572	2500006	-	0.1086092502354712	frc
1059	yfdX-frc-oxc-yfdVE	2494591	2501000	-	0.08256980118604303	yfdX-frc-oxc-yfdVE
1060	lpxP	2502146	2503132	+	5.199281279072389	lpxP
1061	alaC	2503625	2504966	-	0.593441562096339	alaC
1062	glk	2514992	2516014	-	9.309832089794398	glk
1063	glk	2514992	2516028	-	9.184265953708538	glk
1064	mntH	2518036	2519301	-	1.6659616225072211	mntH
1065	nupC	2519577	2520811	+	12.553194371250278	nupC
1066	alaWX	2524609	2524820	-	1.0894663294272946	alaWX
1067	yfeCD	2524975	2525772	+	3.75615163968468	yfeCD
1068	gltX	2525776	2527297	-	14.387306251386848	gltX
1069	gltX	2525776	2527343	-	13.965498674864351	gltX
1070	gltX	2525776	2527351	-	13.894652771631051	gltX
1071	valUXY-lysV	2527492	2527895	+	40.651761432995094	valUXY-lysV
1072	xapR	2528057	2529072	-	0.489002509539527	xapR
1073	xapR	2527902	2529072	-	0.5638032524308417	xapR
1074	xapR	2528057	2529130	-	0.4626191183271619	xapR
1075	xapR	2527902	2529130	-	0.5372174080072737	xapR
1076	xapAB	2529266	2531477	-	0.10101517333361525	xapAB
1077	ligA-ypeB	2534509	2536768	-	3.4086333785408627	ligA-ypeB
1078	cysK	2538912	2539991	+	8.097175298994772	cysK
1079	cysK	2538945	2539991	+	8.352143605165411	cysK
1080	ptsHI-crr	2540066	2542947	+	130.55749811099423	ptsHI-crr
1081	ptsHI-crr	2540069	2542947	+	130.69349550485984	ptsHI-crr
1082	ptsHI-crr	2540075	2542947	+	130.96411991552546	ptsHI-crr
1083	ptsHI-crr	2540169	2542947	+	135.3838097432131	ptsHI-crr
1084	ptsHI-crr	2540176	2542947	+	135.72556476239902	ptsHI-crr
1085	crr	2542048	2542947	+	110.94903465913738	crr
1086	crr	2542178	2542947	+	116.34882638105353	crr
1087	yfeKS	2543883	2545050	+	0.8352755832909544	yfeKS
1088	pdxK	2542954	2543886	-	3.036369922400427	pdxK
1089	cysPUWAM	2545240	2550124	-	0.37204506030296475	cysPUWAM
1090	ucpA	2550400	2551231	-	21.357946280648235	ucpA
1091	ucpA	2550400	2551238	-	21.179963394976166	ucpA
1092	murQP	2552301	2554664	+	1.048429114320195	murQP
1093	murQP	2552309	2554664	+	1.0519876348609507	murQP
1094	murR	2551320	2552360	-	0.4509204923399355	murR
1095	yfeYX	2556214	2557810	-	5.4452545988265015	yfeYX
1096	amiA-hemF	2558809	2560691	+	2.000026862373375	amiA-hemF
1097	hemF	2559773	2560691	+	1.5681625959611434	hemF
1098	talA-tktB	2578348	2581416	+	1.1821286447641064	talA-tktB
1099	talA-tktB	2578366	2581416	+	1.1891005699298187	talA-tktB
1100	talA	2578386	2579393	+	1.656988134490697	talA
1101	tktB	2579086	2581416	+	1.0780070756540499	tktB
1102	narQ	2585355	2587208	+	0.47551907043618336	narQ
1103	acrD	2587253	2590485	+	0.22125120120716213	acrD
1104	acrD	2587328	2590485	+	0.22459981674753968	acrD
1105	ypfM	2590585	2590747	-	9.956664945400258	ypfM
1106	dapE-ypfN	2591338	2592739	+	5.492300068211764	dapE-ypfN
1107	purC	2596683	2597558	-	1.3954394549477331	purC
1108	bamC	2597581	2598791	-	13.541044698489856	bamC
1109	dapA-bamC	2597581	2599561	-	14.290090264164698	dapA-bamC
1110	gcvR	2599584	2600255	+	6.829987913651583	gcvR
1111	gcvR	2599657	2600255	+	7.528981316249548	gcvR
1112	bcp	2600215	2600725	+	18.90713059809791	bcp
1113	hyfABCDEFGHIJR-focB	2600949	2614559	+	0.11217176081278078	hyfABCDEFGHIJR-focB
1114	bepA-yfgD	2615804	2617714	+	5.9612606254398175	bepA-yfgD
1115	bepA-yfgD	2615846	2617714	+	6.091933022589544	bepA-yfgD
1116	upp-uraA	2618649	2620686	-	7.937974897423909	upp-uraA
1117	purMN	2620931	2622649	+	1.1964810859754318	purMN
1118	ppk-ppx	2622755	2626433	+	3.1707913433924566	ppk-ppx
1119	pdeF	2626473	2628808	-	0.1537866322888385	pdeF
1120	yfgG	2629031	2629258	+	5.644361117999497	yfgG
1121	guaBA	2630684	2633884	-	11.291063343320259	guaBA
1122	xseA	2633975	2635379	+	2.3997772052998614	xseA
1123	bamB-der	2635662	2638752	-	12.036781014179647	bamB-der
1124	yfgM	2638441	2639147	-	20.062359948039106	yfgM
1125	yfgM	2638441	2639179	-	19.326203527222873	yfgM
1126	yfgM	2638441	2639210	-	18.936497904286128	yfgM
1127	hisS	2639079	2640419	-	15.26229556569367	hisS
1128	yfhM-pbpC	2644791	2652101	-	1.3725344282004404	yfhM-pbpC
1129	mstA	2652169	2653116	+	7.9404045815245725	mstA
1130	hscBA-fdx-iscX	2656284	2659301	-	7.616083550303949	hscBA-fdx-iscX
1131	iscRSUA	2659341	2661976	-	20.108454865036332	iscRSUA
1132	csiE	2665179	2666492	+	2.2080995464694313	csiE
1133	hcaR	2667784	2668741	-	2.622270760930825	hcaR
1134	hcaEFCBD	2668760	2673026	+	0.1770489229089569	hcaEFCBD
1135	glyA	2683853	2685351	-	16.967858534945616	glyA
1136	hmp	2685575	2686802	+	1.5490516697756105	hmp
1137	glnB	2686848	2687218	-	3.7216497007181517	glnB
1138	glnB	2686848	2687280	-	3.2173090151105135	glnB
1139	glnB	2686848	2687303	-	3.095310619748171	glnB
1140	glrK	2689449	2690900	-	0.8588156925258875	glrK
1141	glmY	2690935	2691117	-	1.8441614112452207	glmY
1142	purL	2691434	2695366	-	0.28448627810577737	purL
1143	mltF	2695545	2697134	+	0.6935479457861785	mltF
1144	pgpC-tadA	2697132	2698415	-	2.233976086569091	pgpC-tadA
1145	shoB	2699895	2700068	-	1.8606457708001554	shoB
1146	ohsC	2700296	2700373	+	0.08084071868532945	ohsC
1147	pdxJ-acpS	2700396	2701590	-	7.2078017691196115	pdxJ-acpS
1148	rnc-era	2702259	2704000	-	9.922053040313218	rnc-era
1149	rnc-era-recO-pdxJ-acpS	2700396	2704000	-	7.972239872683467	rnc-era-recO-pdxJ-acpS
1150	lepAB	2704113	2706973	-	10.40460933341226	lepAB
1151	rseABC	2707100	2709409	-	16.787788034758385	rseABC
1152	rpoE-rseABC	2707100	2709864	-	15.155318520635134	rpoE-rseABC
1153	rpoE-rseABC	2707100	2709942	-	14.754360060906889	rpoE-rseABC
1154	rseD-rpoE-rseABC	2707100	2709963	-	14.646212919099193	rseD-rpoE-rseABC
1155	rseD-rpoE-rseABC	2707100	2710007	-	14.424682025857406	rseD-rpoE-rseABC
1156	rseD-rpoE-rseABC	2707100	2710116	-	13.913619989365623	rseD-rpoE-rseABC
1157	nadB	2710135	2711819	+	0.2707543712048854	nadB
1158	rseD-rpoE-rseABC	2707100	2710170	-	13.671002829265603	rseD-rpoE-rseABC
1159	grcA	2715844	2716283	-	37.766937523681115	grcA
1160	grcA	2715844	2716300	-	36.365107964941856	grcA
1161	ung	2716516	2717220	+	6.345919888542653	ung
1162	trxC	2718453	2718931	+	3.8169268272788197	trxC
1163	patZ	2719709	2722390	+	0.9931627185897828	patZ
1164	rrsG-gltW-rrlG-rrfG	2725847	2731109	-	25498.831286252127	rrsG-gltW-rrlG-rrfG
1165	rrsG-gltW-rrlG-rrfG	2725847	2731225	-	24949.12695559452	rrsG-gltW-rrlG-rrfG
1166	clpB	2731378	2733982	-	12.271809942118315	clpB
1167	ryfD	2733931	2734072	-	4.481576639538692	ryfD
1168	bamD	2735739	2736660	+	19.78096622394133	bamD
1169	bamD	2735784	2736660	+	20.76070758934652	bamD
1170	raiA	2736882	2737272	+	264.54607787929314	raiA
1171	pheLA	2737357	2738717	+	6.115312566293518	pheLA
1172	aroF-tyrA	2738690	2740978	-	2.2131794826142905	aroF-tyrA
1173	yfiR-dgcN-yfiB	2741602	2743884	+	1.961095099009494	yfiR-dgcN-yfiB
1174	rpsP-rimM-trmD-rplS	2743961	2746031	-	262.7296621671749	rpsP-rimM-trmD-rplS
1175	ffh	2745987	2747630	-	7.075616007267662	ffh
1176	grpE	2749893	2750524	-	44.56887961287472	grpE
1177	recN	2751537	2753233	+	1.9309546646239861	recN
1178	bamE	2753264	2753723	+	19.821699761660827	bamE
1179	ssrA	2755364	2755732	+	1522.949849756477	ssrA
1180	rnlAB	2765672	2767132	+	3.740308702497751	rnlAB
1181	rnlA	2765684	2766768	+	4.20123485309865	rnlA
1182	rnlB	2766485	2767132	+	5.351112202060599	rnlB
1183	rnlB	2766638	2767132	+	4.921092883677208	rnlB
1184	ypjB	2783416	2784595	-	0.010041002447764758	ypjB
1185	csiD-lhgO-gabDTP	2788705	2795430	+	0.0923109110274229	csiD-lhgO-gabDTP
1186	gabDTP	2790690	2795430	+	0.0661596666878696	gabDTP
1187	gabDTP	2790950	2795430	+	0.06726904559692344	gabDTP
1188	kbp	2796115	2796591	-	4.096354667020889	kbp
1189	yqaE	2796648	2796862	-	0.7557327000481951	yqaE
1190	yqaE-kbp	2796115	2796862	-	2.8321706195546006	yqaE-kbp
1191	stpA	2797869	2798313	-	3.599258679836804	stpA
1192	stpA	2797869	2798333	-	3.4447840583845806	stpA
1193	stpA	2797869	2798355	-	3.2894864164082267	stpA
1194	alaE	2798862	2799390	+	0.5337917265776273	alaE
1195	ygaM	2799899	2800252	+	3.749729025811894	ygaM
1196	ygaC	2799428	2800367	-	1.740786613351584	ygaC
1197	nrdHIEF	2800434	2804238	+	0.8770847236567222	nrdHIEF
1198	proVWX	2804341	2807901	+	44.76103675713173	proVWX
1199	proVWX	2804377	2807901	+	45.218041102922065	proVWX
1200	proVWX	2804533	2807901	+	47.30239777968044	proVWX
1201	mprA-emrAB	2810525	2813931	+	3.46472474969708	mprA-emrAB
1202	micA	2814580	2814650	+	11.068779451053912	micA
1203	luxS	2813996	2814593	-	13.355279600716912	luxS
1204	luxS	2813996	2814842	-	13.483302628180098	luxS
1205	serV-argVYZQ	2817562	2818474	-	11.880051378150704	serV-argVYZQ
1206	csrA	2818739	2818966	-	94.20237641349077	csrA
1207	csrA	2818739	2818975	-	90.71676066956445	csrA
1208	csrA	2818739	2819050	-	69.27262412974305	csrA
1209	csrA	2818739	2819147	-	64.44386164684622	csrA
1210	csrA	2818739	2819150	-	66.05186409082047	csrA
1211	alaS	2819159	2821867	-	30.626669811542982	alaS
1212	recAX	2821917	2823596	-	17.46429059897399	recAX
1213	recA	2822448	2823596	-	25.275663488999427	recA
1214	pncC	2823627	2824171	-	3.9004827090270573	pncC
1215	srlAEBD-gutM-srlR-gutQ	2825569	2830555	+	3.0187263469009076	srlAEBD-gutM-srlR-gutQ
1216	srlR	2828638	2829597	+	3.197388306121024	srlR
1217	norR	2830553	2832084	-	0.3072590859372613	norR
1218	norVW	2832217	2834822	+	0.11700640231523535	norVW
1219	hypF	2834951	2837791	-	0.17384541314319832	hypF
1220	hypF	2834951	2837882	-	0.18063983604894607	hypF
1221	hydN-hypF	2834951	2837909	-	0.17899210781471578	hydN-hypF
1222	ascFB	2839207	2842191	+	0.2968233480757409	ascFB
1223	ascB	2840720	2842191	+	0.3718198415620186	ascB
1224	hycABCDEFGHI	2842255	2850238	-	0.091939714891119	hycABCDEFGHI
1225	hypABCDE	2850405	2854098	+	0.37999854036198516	hypABCDE
1226	hypABCDE-fhlA	2850405	2856193	+	0.34909994625032975	hypABCDE-fhlA
1227	hypBCDE	2850617	2854098	+	0.4031279375933205	hypBCDE
1228	hypBCDE-fhlA	2850617	2856193	+	0.36236799727311036	hypBCDE-fhlA
1229	ygbA	2856231	2856605	-	0.5735406982318713	ygbA
1230	mutS	2856797	2859431	+	1.4764529840678469	mutS
1231	ygbK	2861975	2863278	+	0.2040773106789091	ygbK
1232	rpoS	2866337	2867344	-	30.86846828820065	rpoS
1233	rpoS	2866337	2867384	-	29.841497425017376	rpoS
1234	rpoS	2866337	2867431	-	29.8702271258684	rpoS
1235	rpoS	2866337	2867501	-	33.58622371944538	rpoS
1236	rpoS	2866337	2867895	-	42.14573350508234	rpoS
1237	nlpD-rpoS	2866337	2868559	-	30.83837501224907	nlpD-rpoS
1238	nlpD-rpoS	2866337	2868606	-	30.247963940179435	nlpD-rpoS
1239	umpG-pcm	2868671	2870463	-	3.4390104472201144	umpG-pcm
1240	cysDNC	2873012	2876145	-	0.19551751723850397	cysDNC
1241	cas2	2878347	2878692	-	0.5305605841103666	cas2
1242	casABCDE12	2878347	2884096	-	0.2677441620284222	casABCDE12
1243	cysJIH	2887356	2891741	-	0.1420110480227754	cysJIH
1244	eno	2906421	2907745	-	96.86282458092559	eno
1245	eno	2906421	2907795	-	94.55803958575717	eno
1246	eno	2906421	2907929	-	88.58046132607664	eno
1247	eno	2906421	2908451	-	70.91079113961506	eno
1248	eno	2906421	2908479	-	70.02444083382613	eno
1249	eno	2906421	2908623	-	67.69226022954602	eno
1250	pyrG-eno	2906421	2909490	-	55.160963494687394	pyrG-eno
1251	pyrG-eno	2906421	2909494	-	55.08920939583252	pyrG-eno
1252	pyrG-eno	2906421	2909574	-	53.75696785451817	pyrG-eno
1253	mazEFG	2909672	2911132	-	4.466528252157019	mazEFG
1254	mazEFG	2909672	2911145	-	4.443609972148472	mazEFG
1255	relA	2911195	2913477	-	5.172200152377618	relA
1256	relA-mazEF	2910534	2913606	-	4.662146573416417	relA-mazEF
1257	relA-mazEF	2910534	2914054	-	4.373268088077375	relA-mazEF
1258	relA	2911195	2914095	-	4.4927548205381305	relA
1259	rlmD	2913477	2914820	-	2.528603738936031	rlmD
1260	csrB	2923944	2924301	-	759.7106041982969	csrB
1261	queF	2925099	2925973	+	3.962101274759629	queF
1262	fucAO	2931643	2933631	-	0.5419671275784119	fucAO
1263	fucPIKUR	2933897	2939876	+	0.8138876569421339	fucPIKUR
1264	gcvA	2941428	2942416	-	0.9716775447579439	gcvA
1265	gcvB	2942474	2942677	+	672.3245585668866	gcvB
1266	metZWV	2947160	2947494	+	6.609644270489817	metZWV
1267	metZWV	2947160	2947533	+	6.113425532568679	metZWV
1268	argA	2948934	2950350	+	0.32318039213237065	argA
1269	ptrA	2955774	2958788	-	1.9996998023684718	ptrA
1270	ptrA-recBD	2950413	2958788	-	1.4715028028931363	ptrA-recBD
1271	recC	2958838	2962284	-	1.1764979805101239	recC
1272	ppdAB-ygdB-ppdC-recC	2958838	2963997	-	0.8260508430863237	ppdAB-ygdB-ppdC-recC
1273	thyA	2964098	2965031	-	9.835655331840352	thyA
1274	lgt-thyA	2964098	2965898	-	6.834059225950424	lgt-thyA
1275	lgt	2964844	2965898	-	4.99368005558576	lgt
1276	rppH-ptsP	2965966	2968770	-	6.950102714764824	rppH-ptsP
1277	omrA	2975880	2975966	-	0.26950963388204946	omrA
1278	omrB	2976082	2976162	-	0.21797545718651923	omrB
1279	galR	2976347	2977407	+	5.371853725035464	galR
1280	lysR	2978728	2979733	+	0.8023792983697571	lysR
1281	lysA	2977415	2978728	-	0.6838756627293684	lysA
1282	araE	2980542	2981985	-	0.3953357907693111	araE
1283	araE-ygeA	2979721	2981985	-	0.75423469669244	araE-ygeA
1284	ygeH	2991657	2993247	+	0.011227379076190059	ygeH
1285	glyU	2998762	2998841	-	0.22524494650557045	glyU
1286	xdhABC	3000035	3003745	+	0.13915024128793127	xdhABC
1287	xdhABC	3000043	3003745	+	0.13945078176587497	xdhABC
1288	ygeV	3003786	3005624	-	1.2452399296132868	ygeV
1289	ygfK-ssnA	3015770	3020266	+	0.08591927117623895	ygfK-ssnA
1290	ssnA	3018728	3020299	+	0.05650176356855461	ssnA
1291	dsbC	3037890	3038611	-	9.29899702050546	dsbC
1292	dsbC-recJ-prfB	3034962	3039410	-	12.671174862874095	dsbC-recJ-prfB
1293	fldB	3039600	3040153	+	6.155087811273465	fldB
1294	xerD-dsbC-recJ	3036151	3039628	-	5.28573521427176	xerD-dsbC-recJ
1295	sdhE-ygfX	3040194	3040876	-	8.510744938855352	sdhE-ygfX
1296	ygfZ	3041060	3042070	+	3.18251311342483	ygfZ
1297	gcvTHP	3045904	3050549	-	17.401913006931508	gcvTHP
1298	ygfB-pepP-ubiHI	3050826	3055250	-	4.771343175102047	ygfB-pepP-ubiHI
1299	ssrS-fau	3055537	3056566	+	14.663186782398583	ssrS-fau
1300	ssrS	3055537	3056060	+	26.449480019159314	ssrS
1301	ssrS-fau	3055752	3056566	+	14.09552612194004	ssrS-fau
1302	ssrS	3055752	3056060	+	33.12961533196378	ssrS
1303	sibC	3056629	3056768	+	1.421951045850817	sibC
1304	serA	3056956	3058233	-	4.747241911452536	serA
